0.000000	0.000000	0.000000	
1.000000	0.000000	1.000000	
2.000000	0.000000	2.000000	
3.000000	-0.000000	3.000000	
4.000000	-0.000000	5.000000	
5.000000	-0.000000	8.000000	
6.000000	-0.000000	11.250000	
7.000000	-0.000000	14.750000	
8.000000	-0.000000	19.125000	
9.000000	-0.000000	24.375000	
10.000000	-0.000000	29.953125	
11.000000	0.000000	35.859375	
12.000000	-0.000000	42.585938	
13.000000	-0.000000	50.132812	
14.000000	0.000000	58.048828	
15.000000	-0.000000	66.333984	
16.000000	-0.000000	75.407227	
17.000000	-0.000000	85.268555	
18.000000	-0.000000	95.525208	
19.000000	-0.000000	106.177185	
20.000000	-0.000000	117.595428	
21.000000	-0.000000	129.779938	
22.000000	-0.000000	142.378319	
23.000000	-0.000000	155.390572	
24.000000	-0.000000	169.153072	
